State,City,Vehicle_Count,Vehicle_Class,Vehicle_Type,Fuel_Type,Region,Concentration_Type,Concentration_Description
Texas,Gilbert,55,6,Medium Duty,EV,South,1,Substantially Concentrated
New York,Dayton,33,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Bakersfield,48,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Savannah,45,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Glendale,133,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Clarksville,28,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Texas,Tampa,146,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Lynn,149,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Jackson,50,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Florida,San Francisco,38,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Roswell,56,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Johnson City,113,6,Medium Duty,CNG,West,1,Substantially Concentrated
Washington,Erie,90,6,Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Brockton,121,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Nashville,90,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,St. Petersburg,101,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Newton,65,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
New York,Jacksonville,12,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Toledo,68,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Boston,128,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Cicero,63,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Raleigh,115,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Franklin,53,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Bartlett,77,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Pittsburgh,18,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Austin,64,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Texas,Fort Lauderdale,23,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Wilmington,18,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Texas,Lynn,106,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Florida,Rochester,124,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Durham,18,6,Medium Duty,EV,South,1,Substantially Concentrated
Texas,Austin,71,8,Heavy Duty,EV,South,1,Substantially Concentrated
Georgia,San Antonio,20,6,Medium Duty,EV,South,1,Substantially Concentrated
Texas,Warren,17,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Spokane Valley,65,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Cincinnati,44,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Boston,69,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Federal Way,34,6,Medium Duty,EV,South,1,Substantially Concentrated
Tennessee,Fresno,80,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Texas,Port St. Lucie,118,8,Heavy Duty,EV,South,1,Substantially Concentrated
Colorado,Joliet,76,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Tennessee,Albany,53,6,Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,San Jose,79,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Durham,38,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Spokane Valley,51,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
California,Cincinnati,30,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Aurora,150,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Gilbert,108,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Washington,Fresno,50,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Jackson,108,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Tennessee,Harrisburg,115,6,Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Ann Arbor,123,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Texas,Joliet,135,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
New York,Savannah,21,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
New York,Peoria,86,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Glendale,32,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Everett,100,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Orlando,117,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Washington,Yonkers,107,6,Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Boston,10,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Peoria,149,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,Cicero,140,6,Medium Duty,EV,South,1,Substantially Concentrated
Washington,Naperville,139,6,Medium Duty,CNG,West,1,Substantially Concentrated
Georgia,Lakewood,150,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Denver,59,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Scottsdale,113,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Houston,37,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Nashville,40,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Knoxville,121,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Spokane Valley,142,6,Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Syracuse,47,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Tacoma,81,6,Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Fall River,147,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Cicero,85,8,Heavy Duty,EV,South,1,Substantially Concentrated
Georgia,Fort Worth,76,8,Heavy Duty,EV,South,1,Substantially Concentrated
Colorado,Sterling Heights,148,6,Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Naperville,96,6,Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Glendale,30,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
New York,Tacoma,58,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Vancouver,30,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Florida,Grand Rapids,97,6,Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Arlington,89,8,Heavy Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Tacoma,78,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Parma,20,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Anaheim,66,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Sterling Heights,149,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Murfreesboro,137,6,Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Spokane,28,6,Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Hialeah,86,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Florida,Durham,112,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Harrisburg,16,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Boston,135,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Cleveland,130,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Everett,48,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Everett,45,6,Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Harrisburg,134,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Tennessee,Port St. Lucie,6,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Orlando,64,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Ohio,Cleveland,131,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Reading,107,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Lakewood,77,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Savannah,23,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Aurora,109,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Spokane Valley,136,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Charlotte,127,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
New York,Utica,32,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Colorado,Youngstown,110,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Georgia,Scranton,132,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Michigan,Fresno,40,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Texas,Columbus,98,6,Medium Duty,EV,South,1,Substantially Concentrated
New York,Nashville,102,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Cincinnati,140,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Canton,70,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Livonia,23,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Spokane Valley,21,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Brockton,14,6,Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Colorado Springs,69,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Georgia,San Francisco,27,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Tacoma,66,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Tucson,150,8,Heavy Duty,EV,West,1,Substantially Concentrated
Arizona,El Paso,132,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Franklin,109,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Jackson,77,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
New York,San Jose,69,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
New York,St. Petersburg,138,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
New York,Reading,149,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Lynn,148,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Anaheim,148,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,New York City,18,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Tennessee,Denver,75,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,New Rochelle,125,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
New York,Jacksonville,63,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Quincy,54,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Durham,60,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Thornton,136,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Colorado,Akron,130,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Livonia,38,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Savannah,50,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Texas,Seattle,136,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Albany,149,6,Medium Duty,EV,South,1,Substantially Concentrated
Tennessee,Dallas,126,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Warren,68,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Greensboro,103,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Dallas,139,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Lorain,97,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Schenectady,12,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Toledo,12,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Phoenix,102,8,Heavy Duty,EV,South,1,Substantially Concentrated
Texas,Sandy Springs,112,6,Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Kent,38,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Sterling Heights,90,8,Heavy Duty,CNG,West,1,Substantially Concentrated
California,Detroit,22,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Texas,Fort Collins,143,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Rockford,7,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Memphis,86,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Nashville,65,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Cambridge,35,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
New York,Memphis,48,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Scranton,72,6,Medium Duty,EV,West,1,Substantially Concentrated
Georgia,Colorado Springs,34,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Vancouver,50,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Arizona,Memphis,36,8,Heavy Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Johnson City,138,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Chicago,25,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Troy,39,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Washington,Memphis,19,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Waukegan,9,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Lancaster,53,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Florida,Hialeah,53,6,Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Miami,29,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Knoxville,91,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Warren,63,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Wilmington,24,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Gilbert,121,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Michigan,Pueblo,52,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Florida,Cincinnati,30,8,Heavy Duty,EV,South,1,Substantially Concentrated
Colorado,High Point,83,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Anaheim,40,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Kent,107,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Cicero,139,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Reading,99,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Illinois,Syracuse,116,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
California,Ann Arbor,83,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Chicago,89,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Toledo,85,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Sterling Heights,76,6,Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Sacramento,31,6,Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Syracuse,78,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Atlanta,107,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Seattle,115,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
California,Anaheim,5,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Altoona,38,8,Heavy Duty,EV,West,1,Substantially Concentrated
Georgia,San Francisco,29,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
New York,Fall River,36,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Franklin,117,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Florida,Fort Collins,115,6,Medium Duty,EV,South,1,Substantially Concentrated
Washington,Syracuse,81,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Colorado,Vancouver,90,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Texas,Savannah,111,8,Heavy Duty,EV,South,1,Substantially Concentrated
New York,Rochester,24,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Utica,106,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,High Point,98,6,Medium Duty,CNG,South,1,Substantially Concentrated
California,Fort Worth,45,6,Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Sacramento,40,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Johns Creek,114,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Anaheim,66,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Los Angeles,116,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Florida,Boston,41,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Seattle,150,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
California,Spokane,70,8,Heavy Duty,EV,West,1,Substantially Concentrated
Illinois,Plano,120,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
California,Scranton,55,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Georgia,Wilmington,70,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Youngstown,92,6,Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Phoenix,54,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Tampa,129,8,Heavy Duty,EV,South,1,Substantially Concentrated
Florida,Centennial,26,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Ann Arbor,116,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,El Paso,75,8,Heavy Duty,EV,West,1,Substantially Concentrated
Michigan,Scottsdale,118,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Lakewood,11,6,Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Chattanooga,38,6,Medium Duty,EV,South,1,Substantially Concentrated
Florida,Atlanta,21,6,Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Thornton,48,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,San Francisco,51,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Florida,Glendale,113,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Warren,112,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Tennessee,Fall River,5,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Nashville,44,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Reading,132,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Vancouver,28,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Austin,142,6,Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Pittsburgh,23,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Raleigh,94,6,Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Concord,126,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Bartlett,137,6,Medium Duty,EV,South,1,Substantially Concentrated
Florida,St. Petersburg,137,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Florida,San Diego,22,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
New York,Chicago,113,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Atlanta,79,8,Heavy Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Wilmington,97,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Fort Collins,149,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Bartlett,97,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Sterling Heights,108,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Winston-Salem,88,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Fall River,27,8,Heavy Duty,EV,South,1,Substantially Concentrated
New York,Arlington,144,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Renton,75,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
California,Greensboro,138,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Georgia,Austin,88,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,San Diego,93,6,Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Elgin,133,6,Medium Duty,CNG,South,1,Substantially Concentrated
New York,Wilmington,112,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
